1,"0,1767","5,32","41,66","3,784",1
1,"0,3244","8,19","41,23","3,784",1
1,"0,5630","11,24","40,79","3,784",1
1,"0,5151","14,40","40,34","3,784",1
1,"0,5501","17,30","39,94","3,784",1
1,"0,6596","20,50","39,51","3,784",1
1,"0,3729","5,32","41,66","3,784",2
1,NA,"8,19","41,23",NA,2
1,"0,4363","11,24","40,79","3,784",2
1,"0,4860","14,40","40,34","3,784",2
1,"0,4439","17,30","39,94","3,784",2
1,"0,6975","20,50","39,51","3,784",2
2,"0,3271","5,32","41,66","2,817",1
2,"0,3107","8,19","41,23","2,817",1
2,"0,4936","11,24","40,79","2,817",1
2,"0,5544","14,40","40,34","2,817",1
2,"0,5180","17,30","39,94","2,817",1
2,"0,5112","20,50","39,51","2,817",1
2,"0,4189","5,32","41,66","2,817",2
2,NA,"8,19","41,23",NA,2
2,"0,1700","11,24","40,79","2,817",2
2,"-0,2923","14,40","40,34","2,817",2
2,"0,0856","17,30","39,94","2,817",2
2,"0,3302","20,50","39,51","2,817",2
3,"0,1070","5,32","41,66","2,178",1
3,"-0,0793","8,19","41,23","2,178",1
3,"-0,0921","11,24","40,79","2,178",1
3,"0,2308","14,40","40,34","2,178",1
3,"0,2838","17,30","39,94","2,178",1
3,"0,2739","20,50","39,51","2,178",1
3,"0,1064","5,32","41,66","2,178",2
3,"0,1661","8,19","41,23","2,178",2
3,"0,1488","11,24","40,79","2,178",2
3,"0,0809","14,40","40,34","2,178",2
3,"0,1556","17,30","39,94","2,178",2
3,"0,3873","20,50","39,51","2,178",2
4,"0,1089","5,32","41,66","1,233",1
4,"0,1662","8,19","41,23","1,233",1
4,"0,2801","11,24","40,79","1,233",1
4,"0,1546","14,40","40,34","1,233",1
4,"0,2259","17,30","39,94","1,233",1
4,"0,1661","20,50","39,51","1,233",1
4,"0,7072","5,32","41,66","1,233",2
4,"-0,0387","8,19","41,23","1,233",2
4,"0,0817","11,24","40,79","1,233",2
4,"-0,0411","14,40","40,34","1,233",2
4,"0,0195","17,30","39,94","1,233",2
4,"0,0691","20,50","39,51","1,233",2
5,"0,1077","5,32","41,66","1,652",1
5,"0,1604","8,19","41,23","1,652",1
5,NA,"11,24","40,79",NA,1
5,"0,2311","14,40","40,34","1,652",1
5,"0,3066","17,30","39,94","1,652",1
5,"0,2858","20,50","39,51","1,652",1
5,"0,1259","5,32","41,66","1,652",2
5,"0,1266","8,19","41,23","1,652",2
5,"0,1778","11,24","40,79","1,652",2
5,"0,1786","14,40","40,34","1,652",2
5,"0,1071","17,30","39,94","1,652",2
5,"0,3207","20,50","39,51","1,652",2
6,"0,2290","5,32","41,66","5,048",1
6,"0,3264","8,19","41,23","5,048",1
6,"0,6294","11,24","40,79","5,048",1
6,"0,7255","14,40","40,34","5,048",1
6,"0,8013","17,30","39,94","5,048",1
6,"0,7134","20,50","39,51","5,048",1
6,"0,2743","5,32","41,66","5,048",2
6,"0,3309","8,19","41,23","5,048",2
6,"0,5447","11,24","40,79","5,048",2
6,"0,5026","14,40","40,34","5,048",2
6,"0,4846","17,30","39,94","5,048",2
6,"0,8199","20,50","39,51","5,048",2
7,"0,3812","5,32","41,66","5,279",1
7,"0,6760","8,19","41,23","5,279",1
7,"0,2825","11,24","40,79","5,279",1
7,"0,2157","14,40","40,34","5,279",1
7,"0,4413","17,30","39,94","5,279",1
7,"0,5348","20,50","39,51","5,279",1
7,"0,2416","5,32","41,66","5,279",2
7,"0,2094","8,19","41,23","5,279",2
7,"0,3977","11,24","40,79","5,279",2
7,"0,4320","14,40","40,34","5,279",2
7,"0,2253","17,30","39,94","5,279",2
7,"0,7660","20,50","39,51","5,279",2
8,"0,3288","5,32","41,66","4,803",1
8,"0,3499","8,19","41,23","4,803",1
8,"0,4706","11,24","40,79","4,803",1
8,"0,6029","14,40","40,34","4,803",1
8,"0,5370","17,30","39,94","4,803",1
8,"0,6077","20,50","39,51","4,803",1
8,"0,2406","5,32","41,66","4,803",2
8,"0,2971","8,19","41,23","4,803",2
8,"0,5124","11,24","40,79","4,803",2
8,"0,5404","14,40","40,34","4,803",2
8,"0,4002","17,30","39,94","4,803",2
8,"0,7427","20,50","39,51","4,803",2
9,"0,1481","5,32","41,66","2,610",1
9,"0,0798","8,19","41,23","2,610",1
9,"0,0928","11,24","40,79","2,610",1
9,"0,2101","14,40","40,34","2,610",1
9,"0,3160","17,30","39,94","2,610",1
9,"0,4179","20,50","39,51","2,610",1
9,"0,1635","5,32","41,66","2,610",2
9,"0,1453","8,19","41,23","2,610",2
9,"0,2378","11,24","40,79","2,610",2
9,"0,2448","14,40","40,34","2,610",2
9,"0,2261","17,30","39,94","2,610",2
9,"0,6411","20,50","39,51","2,610",2
10,"0,2664","5,32","41,66","5,480",1
10,"0,2808","8,19","41,23","5,480",1
10,"0,3235","11,24","40,79","5,480",1
10,"0,5652","14,40","40,34","5,480",1
10,"0,1555","17,30","39,94","5,480",1
10,"0,3023","20,50","39,51","5,480",1
